"OrderDate";"Country";"OrderId";"Value";"Currency";"ProductCategory"
"2012-07-21";"IT";"10254943";"587.07";"USD";"Hotel"
"2012-02-15";"UK";"10255096";"507.69";"EUR";"Flight"
"05/04/2012";"UK";"10255432";"3 297.16";"GBP";"Flight"
"2012-10-29";"IT";"10255950";"25.82";"GBP";"Hotel"
"2012-07-17";"UK";"10256744";"1 112.27";"EUR";"Hotel"
"2012-07-09";"IT";"10257080";"2.055.85";"USD";"Flight"
"2012-11-07";"FR";"10258178";"2.884,03";"EUR";"Flight"
"2012-12-02";"ES";"10258300";"333.54";"EUR";"Holidays"
"2012-03-30";"FR";"10258636";"1.341,64";"EUR";"Holidays"
"2012-08-14";"FR";"10258728";"1.458,49";"USD";"Hotel"
"2012-10-17";"UK";"10259796";"2 339.95";"EUR";"Hotel"
"05/29/2012";"UK";"10259887";"3 167.86";"EUR";"Hotel"
"2012-02-23";"UK";"10259979";"4 263.48";"USD";"Flight"
"2012-07-09";"UK";"10260101";"252.85";"USD";"Hotel"
"2012-09-28";"ES";"10260192";"3.760.66";"USD";"Holidays"
"04/21/2012";"ES";"10260742";"182.16";"USD";"Flight"
"2012-12-23";"UK";"10261322";"1 683.30";"GBP";"Hotel"
"2012-12-16";"FR";"10261840";"657,35";"USD";"Restaurant"
"2012-11-04";"UK";"10262451";"227.44";"USD";"Flight"
"2012-04-22";"UK";"10262573";"1 895.16";"USD";"Flight"
"2012-07-07";"ES";"10262664";"514.13";"USD";"Holidays"
"2012-06-28";"ES";"10262847";"89.00";"GBP";"Holidays"
"03/15/2012";"FR";"10263519";"73,02";"EUR";"Hotel"
"07/17/2012";"ES";"10263885";"881.51";"USD";"Hotel"
"10/06/2012";"IT";"10264129";"48.01";"EUR";"Holidays"
"01/17/2012";"FR";"10264160";"1.500,39";"USD";"Hotel"
"2012-11-07";"UK";"10264221";"1 084.78";"GBP";"Flight"
"04/01/2012";"UK";"10264343";"1 308.23";"USD";"Holidays"
"2012-01-11";"IT";"10264434";"2.551.36";"EUR";"Flight"
"06/15/2012";"UK";"10265014";"1 607.37";"USD";"Flight"
"2012-09-25";"UK";"10265075";"2 504.99";"EUR";"Holidays"
"2012-02-27";"IT";"10265228";"1.803.56";"EUR";"Hotel"
"2012-03-03";"FR";"10266021";"1.578,20";"GBP";"Flight"
"2012-02-04";"FR";"10266143";"2.357,69";"GBP";"Flight"
"01/13/2012";"UK";"10267425";"59.67";"EUR";"Flight"
"2012-04-05";"FR";"10268005";"685,75";"GBP";"Hotel"
"2012-05-17";"UK";"10268463";"156.67";"USD";"Hotel"
"08/17/2012";"UK";"10269805";"1 532.27";"EUR";"Hotel"
"2012-12-28";"FR";"10270416";"4.075,80";"EUR";"Hotel"
"2012-07-21";"FR";"10270690";"423,55";"USD";"Holidays"
"2012-02-25";"UK";"10271423";"1 255.03";"USD";"Hotel"
"2012-02-26";"UK";"10271667";"1 180.39";"EUR";"Holidays"
"2012-06-26";"UK";"10271728";"1 674.88";"USD";"Holidays"
"07/06/2012";"ES";"10272338";"1.609.86";"GBP";"Restaurant"
"2012-12-28";"ES";"10273468";"224.71";"USD";"Hotel"
"2012-10-19";"IT";"10273803";"514.29";"EUR";"Flight"
"2012-06-04";"FR";"10274108";"3.221,43";"GBP";"Flight"
"2012-02-14";"FR";"10274414";"661,78";"GBP";"Hotel"
"2012-02-06";"IT";"10274505";"299.23";"EUR";"Holidays"
"2012-06-04";"IT";"10274932";"409.73";"GBP";"Hotel"
"10/28/2012";"FR";"10275238";"1.128,45";"USD";"Flight"
"2012-08-04";"UK";"10275268";"833.60";"USD";"Flight"
"2012-03-31";"UK";"10275604";"750.01";"EUR";"Hotel"
"2012-05-20";"UK";"10275817";"558.38";"GBP";"Hotel"
"03/29/2012";"FR";"10276428";"3.946,61";"EUR";"Holidays"
"2012-03-03";"UK";"10276611";"3 724.31";"EUR";"Holidays"
"2012-11-25";"UK";"10277099";"3 340.12";"GBP";"Hotel"
"2012-06-30";"UK";"10277801";"761.51";"EUR";"Hotel"
"2012-05-17";"UK";"10278045";"3 120.11";"USD";"Hotel"
"2012-09-30";"ES";"10278564";"54.73";"USD";"Hotel"
"2012-10-30";"UK";"10278900";"159.20";"USD";"Holidays"
"2012-02-10";"FR";"10279052";"4.421,34";"GBP";"Hotel"
"2012-01-20";"FR";"10279266";"2.230,28";"EUR";"Hotel"
"2012-04-12";"FR";"10279571";"717,93";"USD";"Flight"
"2012-12-14";"UK";"10280822";"937.06";"EUR";"Hotel"
"10/24/2012";"IT";"10281372";"644.40";"USD";"Hotel"
"2012-09-09";"UK";"10281463";"3 252.52";"EUR";"Hotel"
"2012-10-12";"FR";"10281494";"3.402,97";"USD";"Hotel"
"2012-01-16";"UK";"10281646";"457.98";"EUR";"Holidays"
"10/25/2012";"UK";"10281982";"888.38";"USD";"Flight"
"04/28/2012";"IT";"10282165";"122.40";"EUR";"Hotel"
"2012-07-03";"UK";"10282196";"528.84";"EUR";"Hotel"
"2012-03-02";"IT";"10282226";"3.511.73";"GBP";"Holidays"
"2012-09-04";"UK";"10282348";"345.71";"USD";"Holidays"
"2012-10-16";"FR";"10282714";"1.483,73";"EUR";"Hotel"
"2012-03-05";"ES";"10282745";"2.974.51";"EUR";"Flight"
"2012-10-07";"IT";"10282775";"1.443.83";"USD";"Hotel"
"02/13/2012";"UK";"10283081";"863.34";"GBP";"Holidays"
"2012-10-20";"UK";"10283111";"2 657.81";"EUR";"Holidays"
"10/22/2012";"ES";"10283538";"1.240.14";"GBP";"Restaurant"
"2012-04-20";"UK";"10283660";"2 178.66";"EUR";"Restaurant"
"2012-02-04";"IT";"10283905";"3.166.53";"EUR";"Flight"
"2012-01-22";"IT";"10284423";"990.95";"USD";"Restaurant"
"03/18/2012";"UK";"10284790";"224.03";"GBP";"Hotel"
"2012-11-07";"FR";"10284851";"2.182,23";"USD";"Hotel"
"04/15/2012";"FR";"10286499";"21,31";"EUR";"Hotel"
"06/03/2012";"UK";"10286773";"339.51";"USD";"Holidays"
"2012-06-13";"IT";"10286895";"1.863.75";"USD";"Hotel"
"2012-02-11";"UK";"10286987";"1 955.99";"USD";"Hotel"
"2012-11-27";"UK";"10287200";"3 791.76";"EUR";"Holidays"
"09/06/2012";"IT";"10287689";"12.76";"GBP";"Hotel"
"2012-08-13";"UK";"10288146";"88.52";"USD";"Flight"
"2012-03-31";"UK";"10288330";"888.89";"GBP";"Holidays"
"2012-01-17";"IT";"10288757";"242.63";"EUR";"Flight"
"2012-08-12";"UK";"10288940";"1 032.80";"EUR";"Hotel"
"2012-06-09";"UK";"10289245";"1 366.19";"EUR";"Hotel"
"2012-06-22";"IT";"10289306";"152.75";"USD";"Flight"
"2012-04-13";"IT";"10290069";"1.783.54";"GBP";"Hotel"
"2012-01-30";"UK";"10290222";"1 959.55";"GBP";"Flight"
"2012-05-27";"FR";"10290344";"934,75";"USD";"Flight"
"2012-02-18";"FR";"10290954";"296,24";"USD";"Flight"
"07/20/2012";"FR";"10291503";"119,35";"GBP";"Hotel"
"2012-02-03";"IT";"10291564";"471.95";"GBP";"Hotel"
"2012-05-11";"ES";"10291687";"62.13";"EUR";"Hotel"
"2012-06-13";"UK";"10291717";"576.73";"EUR";"Flight"
"2012-11-30";"UK";"10292449";"78.31";"EUR";"Holidays"
"02/23/2012";"UK";"10292541";"1 190.29";"USD";"Restaurant"
"2012-09-18";"UK";"10292816";"1 652.10";"GBP";"Flight"
"2012-08-08";"FR";"10292938";"125,18";"EUR";"Restaurant"
"03/07/2012";"UK";"10293090";"3 320.05";"USD";"Flight"
"2012-08-09";"FR";"10293212";"3.268,77";"GBP";"Holidays"
"2012-02-18";"UK";"10293701";"1 770.65";"GBP";"Hotel"
"2012-11-13";"UK";"10295440";"689.86";"GBP";"Holidays"
"02/07/2012";"UK";"10295654";"1 306.66";"USD";"Flight"
"2012-03-18";"IT";"10295776";"1.555.23";"EUR";"Flight"
"03/31/2012";"UK";"10296478";"1 832.30";"EUR";"Hotel"
"09/08/2012";"FR";"10296661";"52,21";"EUR";"Flight"
"2012-08-03";"IT";"10296936";"2.392.98";"GBP";"Hotel"
"08/31/2012";"UK";"10296966";"1 649.44";"USD";"Hotel"
"2012-04-24";"FR";"10297058";"823,22";"USD";"Holidays"
"2012-07-19";"UK";"10297241";"36.39";"GBP";"Cars"
"2012-04-20";"FR";"10297271";"744,57";"GBP";"Flight"
"2012-02-10";"UK";"10297607";"2 966.92";"USD";"Flight"
"2012-01-09";"FR";"10297668";"1.099,16";"USD";"Hotel"
"2012-03-09";"UK";"10298126";"2 112.06";"USD";"Flight"
"2012-08-08";"FR";"10298278";"547,76";"EUR";"Hotel"
"2012-11-17";"UK";"10298522";"58.39";"EUR";"Holidays"
"2012-05-23";"UK";"10298675";"2 430.59";"EUR";"Flight"
"2012-12-23";"FR";"10298858";"1.632,70";"GBP";"Hotel"
"2012-03-31";"UK";"10299041";"113.48";"USD";"Flight"
"12/25/2012";"UK";"10299224";"1 081.54";"EUR";"Hotel"
"2012-10-29";"UK";"10299530";"579.75";"GBP";"Flight"
"2012-04-09";"UK";"10299743";"825.97";"GBP";"Hotel"
"2012-06-13";"UK";"10299896";"1 383.73";"GBP";"Flight"
"2012-09-22";"FR";"10299926";"203,76";"GBP";"Hotel"
"2012-11-24";"FR";"10300018";"979,91";"USD";"Hotel"
"12/22/2012";"UK";"10300140";"731.87";"GBP";"Hotel"
"2012-12-13";"UK";"10300170";"3 953.64";"USD";"Flight"
"2012-11-27";"UK";"10300231";"38.34";"EUR";"Holidays"
"04/28/2012";"UK";"10300537";"775.41";"EUR";"Cars"
"2012-12-10";"FR";"10301452";"35,33";"EUR";"Flight"
"2012-02-15";"IT";"10301879";"1.881.09";"USD";"Restaurant"
"2012-08-04";"ES";"10301910";"616.57";"USD";"Restaurant"
"2012-11-14";"ES";"10303039";"141.84";"GBP";"Hotel"
"2012-01-24";"ES";"10303161";"1.042.01";"GBP";"Flight"
"2012-03-24";"UK";"10303283";"618.95";"GBP";"Cars"
"06/27/2012";"IT";"10303833";"808.71";"GBP";"Hotel"
"2012-12-01";"UK";"10304229";"1 498.22";"USD";"Flight"
"2012-11-02";"UK";"10304595";"4 100.03";"USD";"Hotel"
"2012-03-28";"UK";"10304626";"1 198.38";"EUR";"Flight"
"2012-02-26";"FR";"10304809";"2.576,95";"EUR";"Hotel"
"2012-09-14";"ES";"10304962";"179.79";"USD";"Restaurant"
"2012-10-01";"FR";"10305114";"1.528,68";"EUR";"Holidays"
"07/14/2012";"IT";"10305450";"4.002.47";"EUR";"Flight"
"2012-03-23";"UK";"10306121";"712.18";"USD";"Flight"
"2012-09-28";"FR";"10306579";"448,94";"EUR";"Holidays"
"2012-11-21";"ES";"10306671";"2.632.04";"GBP";"Flight"
"2012-04-25";"UK";"10306762";"1 479.22";"USD";"Flight"
"10/24/2012";"ES";"10306823";"104.48";"USD";"Flight"
"2012-12-29";"FR";"10306945";"858,56";"USD";"Hotel"
"12/13/2012";"FR";"10307495";"16,47";"USD";"Hotel"
"2012-09-28";"ES";"10307708";"951.48";"USD";"Hotel"
"12/22/2012";"UK";"10308349";"1 019.35";"USD";"Hotel"
"2012-08-15";"UK";"10308990";"665.78";"EUR";"Holidays"
"2012-05-14";"FR";"10309631";"1.209,94";"GBP";"Restaurant"
"08/06/2012";"IT";"10309722";"292.32";"GBP";"Flight"
"2012-06-27";"UK";"10310699";"916.47";"GBP";"Flight"
"10/16/2012";"FR";"10311340";"455,22";"USD";"Flight"
"2012-09-12";"UK";"10311737";"1 386.04";"EUR";"Holidays"
"2012-10-20";"UK";"10312286";"571.43";"EUR";"Hotel"
"11/09/2012";"FR";"10312561";"2.540,71";"EUR";"Hotel"
"2012-10-10";"UK";"10313201";"3 459.45";"USD";"Flight"
"2012-05-08";"FR";"10313751";"612,09";"EUR";"Flight"
"2012-06-04";"UK";"10313812";"1 014.45";"EUR";"Flight"
"2012-07-04";"ES";"10313873";"2.307.47";"EUR";"Hotel"
"2012-04-24";"IT";"10313995";"908.15";"GBP";"Holidays"
"2012-06-20";"IT";"10314575";"302.73";"EUR";"Hotel"
"2012-08-01";"FR";"10314849";"2.851,96";"GBP";"Flight"
"2012-02-18";"ES";"10314971";"249.00";"EUR";"Holidays"
"2012-08-16";"IT";"10315093";"2.359.30";"EUR";"Hotel"
"2012-12-18";"UK";"10315185";"2 284.70";"GBP";"Flight"
"04/26/2012";"ES";"10315307";"561.18";"GBP";"Hotel"
"07/06/2012";"UK";"10315887";"1 375.65";"GBP";"Hotel"
"2012-09-17";"IT";"10316101";"687.85";"USD";"Hotel"
"2012-07-15";"UK";"10316162";"1 632.59";"EUR";"Hotel"
"2012-01-22";"IT";"10316406";"73.30";"GBP";"Hotel"
"07/20/2012";"UK";"10316619";"379.35";"USD";"Flight"
"01/13/2012";"UK";"10316986";"624.39";"EUR";"Flight"
"2012-09-18";"ES";"10317047";"2.870.17";"EUR";"Hotel"
"01/02/2012";"UK";"10317077";"2 576.87";"GBP";"Holidays"
"2012-04-09";"UK";"10317840";"58.24";"EUR";"Hotel"
"09/11/2012";"FR";"10318542";"1.855,83";"GBP";"Holidays"
"2012-03-27";"UK";"10318817";"977.62";"USD";"Cars"
"04/16/2012";"UK";"10318847";"156.83";"GBP";"Holidays"
"2012-09-18";"UK";"10319030";"2 206.71";"EUR";"Cars"
"01/13/2012";"UK";"10319061";"2 450.80";"USD";"Flight"
"2012-10-26";"ES";"10319976";"455.12";"EUR";"Flight"
"2012-06-24";"FR";"10320556";"3.556,63";"EUR";"Hotel"
"2012-11-12";"UK";"10320861";"1 324.49";"USD";"Hotel"
"2012-02-19";"IT";"10320983";"2.042.15";"USD";"Flight"
"2012-01-20";"UK";"10321228";"1 265.33";"GBP";"Cars"
"04/11/2012";"IT";"10321716";"508.59";"EUR";"Hotel"
"2012-10-16";"ES";"10322418";"118.12";"EUR";"Flight"
"2012-01-07";"IT";"10322723";"1.117.85";"EUR";"Flight"
"2012-05-23";"UK";"10323333";"1 385.30";"EUR";"Holidays"
"2012-08-31";"UK";"10323486";"690.16";"EUR";"Hotel"
"2012-09-20";"FR";"10323547";"4.492,34";"EUR";"Holidays"
"2012-08-28";"UK";"10324096";"930.72";"EUR";"Holidays"
"2012-07-11";"ES";"10324554";"1.419.13";"EUR";"Restaurant"
"2012-05-24";"FR";"10324645";"373,90";"USD";"Flight"
"2012-10-26";"FR";"10324951";"1.817,08";"USD";"Holidays"
"03/26/2012";"UK";"10325653";"854.77";"USD";"Cars"
"2012-11-03";"ES";"10325927";"309.35";"GBP";"Hotel"
"2012-09-07";"UK";"10326385";"384.47";"USD";"Hotel"
"2012-05-13";"UK";"10326568";"71.41";"GBP";"Restaurant"
"2012-02-24";"UK";"10326873";"2 410.20";"EUR";"Flight"
"2012-12-28";"UK";"10326965";"200.95";"EUR";"Hotel"
"2012-07-18";"UK";"10327178";"524.70";"GBP";"Hotel"
"09/17/2012";"UK";"10327575";"2 145.11";"USD";"Restaurant"
"2012-09-17";"UK";"10327880";"1 505.21";"GBP";"Hotel"
"02/02/2012";"IT";"10328308";"848.89";"EUR";"Hotel"
"08/04/2012";"FR";"10328918";"2.697,41";"GBP";"Flight"
"2012-12-29";"IT";"10329071";"908.86";"GBP";"Hotel"
"2012-06-21";"UK";"10329345";"72.75";"EUR";"Hotel"
"2012-03-26";"IT";"10329772";"3.837.86";"GBP";"Flight"
"2012-11-27";"FR";"10330139";"1.011,57";"EUR";"Holidays"
"12/13/2012";"UK";"10330688";"1 911.85";"GBP";"Flight"
"2012-03-07";"FR";"10331359";"2.704,77";"USD";"Holidays"
"11/06/2012";"ES";"10331451";"548.10";"GBP";"Flight"
"2012-10-17";"IT";"10331542";"443.41";"EUR";"Holidays"
"02/23/2012";"UK";"10331573";"124.98";"EUR";"Hotel"
"2012-12-15";"FR";"10331665";"553,87";"USD";"Cars"
"2012-10-12";"IT";"10331756";"680.94";"EUR";"Flight"
"2012-06-12";"FR";"10331848";"3.594,76";"EUR";"Hotel"
"06/27/2012";"FR";"10331970";"200,98";"GBP";"Hotel"
"2012-07-13";"FR";"10332244";"1.177,28";"EUR";"Flight"
"2012-12-22";"ES";"10333312";"436.61";"EUR";"Hotel"
"2012-10-20";"UK";"10333374";"1 116.44";"GBP";"Hotel"
"2012-05-14";"ES";"10333404";"209.60";"GBP";"Holidays"
"2012-05-12";"IT";"10333465";"365.68";"EUR";"Hotel"
"2012-10-19";"FR";"10333679";"374,84";"EUR";"Hotel"
"2012-09-22";"UK";"10333953";"1 981.20";"USD";"Flight"
"2012-07-09";"UK";"10333984";"1 537.08";"GBP";"Holidays"
"2012-03-08";"UK";"10334136";"204.46";"GBP";"Holidays"
"2012-07-28";"UK";"10334381";"2 172.10";"EUR";"Holidays"
"2012-08-09";"FR";"10334533";"106,48";"USD";"Flight"
"2012-07-24";"FR";"10334960";"264,09";"GBP";"Hotel"
"2012-10-22";"FR";"10335357";"527,19";"GBP";"Hotel"
"2012-10-07";"IT";"10336059";"606.35";"EUR";"Hotel"
"2012-01-31";"FR";"10336151";"2.556,54";"GBP";"Flight"
"2012-09-08";"IT";"10336181";"2.055.35";"EUR";"Hotel"
"11/21/2012";"FR";"10336395";"304,10";"GBP";"Hotel"
"03/25/2012";"IT";"10336456";"1.815.86";"EUR";"Restaurant"
"2012-05-30";"FR";"10336791";"1.412,50";"USD";"Hotel"
"2012-12-15";"UK";"10337158";"2 415.94";"EUR";"Flight"
"2012-04-04";"UK";"10337341";"1 470.01";"EUR";"Hotel"
"2012-04-23";"IT";"10337554";"33.85";"GBP";"Holidays"
"2012-05-08";"FR";"10338043";"1.527,99";"EUR";"Holidays"
"2012-08-26";"ES";"10338378";"106.18";"EUR";"Holidays"
"03/18/2012";"IT";"10338623";"2.311.74";"GBP";"Hotel"
"2012-11-30";"IT";"10338745";"52.19";"EUR";"Flight"
"2012-06-08";"ES";"10339538";"2.387.84";"EUR";"Holidays"
"06/05/2012";"IT";"10339691";"2.278.79";"USD";"Holidays"
"12/18/2012";"IT";"10339935";"1.174.21";"USD";"Holidays"
"2012-03-04";"FR";"10340026";"437,35";"USD";"Holidays"
"2012-12-31";"UK";"10340209";"86.44";"EUR";"Flight"
"2012-05-27";"UK";"10340789";"1 142.81";"USD";"Flight"
"2012-06-05";"UK";"10341491";"1 153.59";"EUR";"Flight"
"2012-11-23";"UK";"10341613";"2 001.49";"EUR";"Restaurant"
"2012-08-27";"FR";"10341674";"1.174,63";"GBP";"Holidays"
"2012-09-01";"IT";"10341705";"757.45";"EUR";"Flight"
"2012-08-11";"UK";"10342254";"216.40";"EUR";"Hotel"
"2012-08-09";"IT";"10342376";"937.38";"EUR";"Holidays"
"2012-12-16";"ES";"10342468";"2.962.28";"USD";"Restaurant"
"08/20/2012";"UK";"10342559";"1 382.13";"GBP";"Flight"
"2012-06-10";"UK";"10342712";"2 774.94";"USD";"Flight"
"11/15/2012";"IT";"10342956";"809.86";"USD";"Hotel"
"2012-05-07";"UK";"10343383";"1 455.12";"USD";"Hotel"
"2012-02-14";"UK";"10344146";"1 424.58";"GBP";"Holidays"
"2012-10-20";"IT";"10344726";"215.54";"GBP";"Hotel"
"08/01/2012";"UK";"10345184";"1 293.69";"EUR";"Hotel"
"2012-11-22";"UK";"10345275";"2 249.37";"GBP";"Hotel"
"2012-04-08";"UK";"10346374";"1 918.95";"EUR";"Hotel"
"2012-12-26";"FR";"10346954";"2.406,32";"EUR";"Hotel"
"2012-10-02";"UK";"10346984";"652.58";"EUR";"Holidays"
"2012-10-10";"IT";"10347412";"37.57";"USD";"Holidays"
"2012-09-16";"UK";"10347656";"1 640.45";"EUR";"Hotel"
"02/05/2012";"IT";"10347686";"2.070.74";"EUR";"Flight"
"02/26/2012";"ES";"10347808";"632.99";"EUR";"Holidays"
"2012-12-08";"IT";"10348144";"3.172.21";"USD";"Restaurant"
"2012-09-29";"FR";"10348205";"443,23";"USD";"Cars"
"2012-06-12";"FR";"10348236";"5,53";"EUR";"Flight"
"2012-10-03";"UK";"10348266";"248.00";"EUR";"Flight"
"08/13/2012";"IT";"10348571";"3.669.37";"USD";"Flight"
"2012-05-27";"IT";"10349884";"520.08";"USD";"Holidays"
"2012-05-07";"FR";"10350006";"1.288,47";"EUR";"Hotel"
"2012-03-01";"FR";"10350616";"1.017,46";"EUR";"Holidays"
"2012-03-19";"ES";"10350799";"51.57";"USD";"Flight"
"2012-01-25";"FR";"10351226";"2.412,63";"EUR";"Hotel"
"04/21/2012";"UK";"10351348";"365.41";"EUR";"Holidays"
"01/14/2012";"UK";"10351409";"1 354.87";"GBP";"Holidays"
"2012-04-26";"UK";"10351470";"832.38";"GBP";"Hotel"
"2012-10-25";"FR";"10351715";"115,43";"USD";"Hotel"
"2012-08-03";"FR";"10352264";"242,81";"GBP";"Hotel"
"2012-07-12";"UK";"10353485";"508.75";"GBP";"Hotel"
"2012-10-29";"IT";"10354034";"103.06";"GBP";"Flight"
"06/03/2012";"ES";"10354370";"1.251.88";"USD";"Hotel"
"2012-03-29";"FR";"10354644";"229,94";"GBP";"Hotel"
"01/07/2012";"UK";"10354705";"366.38";"GBP";"Cars"
"2012-03-08";"FR";"10355377";"1.005,24";"EUR";"Hotel"
"2012-03-13";"UK";"10355468";"1 055.88";"USD";"Hotel"
"2012-04-26";"FR";"10356048";"332,75";"GBP";"Cars"
"2012-11-11";"FR";"10356262";"488,11";"USD";"Hotel"
"2012-09-09";"ES";"10356506";"686.19";"USD";"Hotel"
"2012-11-02";"UK";"10356964";"2 663.43";"USD";"Hotel"
"01/07/2012";"IT";"10356994";"60.20";"EUR";"Hotel"
"2012-11-21";"FR";"10357025";"340,30";"EUR";"Hotel"
"2012-11-12";"UK";"10357147";"1 452.95";"GBP";"Holidays"
"2012-05-04";"UK";"10357452";"2 731.13";"GBP";"Holidays"
"04/02/2012";"IT";"10357696";"1.205.58";"USD";"Flight"
"2012-04-24";"UK";"10358398";"1 530.43";"USD";"Flight"
"2012-09-17";"ES";"10358459";"2.448.14";"USD";"Hotel"
"2012-01-23";"FR";"10358825";"4.345,23";"EUR";"Flight"
"04/16/2012";"FR";"10359100";"2.786,74";"GBP";"Hotel"
"2012-04-13";"UK";"10359191";"899.66";"EUR";"Flight"
"2012-01-03";"FR";"10359344";"452,97";"USD";"Hotel"
"2012-02-11";"UK";"10359710";"152.39";"GBP";"Hotel"
"2012-02-25";"FR";"10360076";"212,03";"GBP";"Hotel"
"02/10/2012";"IT";"10360473";"4.182.12";"GBP";"Flight"
"2012-08-25";"ES";"10360565";"1.005.52";"GBP";"Holidays"
"02/23/2012";"FR";"10360809";"62,48";"GBP";"Hotel"
"2012-07-18";"IT";"10362030";"2.900.93";"EUR";"Restaurant"
"2012-01-19";"IT";"10362274";"500.93";"EUR";"Hotel"
"2012-01-05";"IT";"10362854";"2.061.78";"GBP";"Hotel"
"2012-02-10";"FR";"10362884";"503,58";"USD";"Holidays"
"2012-08-13";"ES";"10364105";"930.29";"GBP";"Flight"
"2012-09-24";"FR";"10364257";"553,28";"GBP";"Hotel"
"2012-02-02";"UK";"10364471";"1 867.05";"USD";"Hotel"
"2012-08-27";"FR";"10364746";"2.218,73";"GBP";"Holidays"
"09/20/2012";"FR";"10365203";"50,85";"EUR";"Flight"
"2012-06-04";"FR";"10365295";"1.601,51";"EUR";"Restaurant"
"2012-07-26";"UK";"10365325";"10.18";"USD";"Flight"
"03/17/2012";"ES";"10365936";"1.120.80";"USD";"Hotel"
"2012-02-28";"IT";"10366027";"2.430.59";"GBP";"Flight"
"2012-01-09";"UK";"10366149";"335.81";"GBP";"Hotel"
"05/18/2012";"UK";"10366333";"332.70";"EUR";"Hotel"
"2012-07-14";"FR";"10366455";"754,61";"GBP";"Cars"
"2012-03-03";"IT";"10366699";"45.92";"GBP";"Flight"
"2012-05-22";"IT";"10367004";"136.97";"EUR";"Hotel"
"2012-03-18";"UK";"10367034";"886.40";"GBP";"Hotel"
"2012-03-24";"IT";"10367370";"1.341.11";"USD";"Cars"
"2012-04-27";"IT";"10368286";"270.86";"EUR";"Flight"
"2012-10-13";"IT";"10368377";"2.248.48";"GBP";"Hotel"
"2012-07-13";"IT";"10369110";"2.335.07";"USD";"Holidays"
"08/05/2012";"FR";"10369537";"791,43";"EUR";"Holidays"
"2012-08-28";"FR";"10369934";"1.282,85";"EUR";"Flight"
"2012-01-13";"IT";"10369995";"3.850.88";"USD";"Holidays"
"03/23/2012";"UK";"10370178";"159.15";"EUR";"Holidays"
"2012-06-07";"FR";"10370544";"565,16";"EUR";"Restaurant"
"2012-11-28";"IT";"10371002";"636.84";"USD";"Hotel"
"03/09/2012";"FR";"10371154";"525,97";"GBP";"Hotel"
"04/09/2012";"FR";"10371215";"4.988,85";"EUR";"Hotel"
"07/21/2012";"IT";"10371246";"3.086.27";"USD";"Cars"
"2012-05-24";"IT";"10371887";"3.506.14";"USD";"Holidays"
"12/07/2012";"FR";"10372192";"3.605,80";"EUR";"Holidays"
"2012-06-06";"UK";"10372528";"207.45";"EUR";"Flight"
"2012-04-09";"IT";"10372894";"2.816.82";"GBP";"Holidays"
"07/17/2012";"UK";"10372955";"915.86";"EUR";"Hotel"
"01/22/2012";"UK";"10373443";"356.73";"USD";"Holidays"
"2012-01-30";"UK";"10373748";"1 315.83";"EUR";"Hotel"
"03/17/2012";"IT";"10373931";"2.726.81";"EUR";"Hotel"
"10/28/2012";"UK";"10374023";"3 319.82";"GBP";"Flight"
"04/07/2012";"FR";"10374359";"1.957,21";"EUR";"Flight"
"2012-06-11";"UK";"10374389";"808.53";"EUR";"Flight"
"03/31/2012";"FR";"10375030";"3.411,27";"USD";"Cars"
"2012-08-26";"UK";"10375396";"2 508.89";"GBP";"Hotel"
"2012-10-01";"FR";"10376007";"670,50";"EUR";"Flight"
"2012-05-04";"ES";"10376342";"1.262.13";"GBP";"Restaurant"
"2012-10-13";"UK";"10377014";"1 650.32";"GBP";"Hotel"
"2012-10-24";"UK";"10377563";"157.68";"GBP";"Flight"
"2012-02-23";"UK";"10377838";"1 798.19";"EUR";"Holidays"
"2012-06-11";"IT";"10378143";"2.141.16";"USD";"Flight"
"2012-02-10";"UK";"10378356";"344.54";"GBP";"Hotel"
"08/12/2012";"UK";"10379821";"1 564.99";"EUR";"Restaurant"
"2012-04-06";"IT";"10380218";"106.97";"GBP";"Holidays"
"2012-08-09";"UK";"10380523";"1 398.97";"GBP";"Holidays"
"2012-03-30";"UK";"10380676";"3 387.84";"USD";"Holidays"
"2012-09-29";"IT";"10380706";"2.504.49";"USD";"Flight"
"2012-08-20";"UK";"10380767";"1 457.38";"USD";"Hotel"
"2012-11-19";"FR";"10381134";"124,31";"USD";"Flight"
"05/23/2012";"FR";"10381683";"2.989,14";"GBP";"Flight"
"2012-02-25";"UK";"10382080";"385.28";"USD";"Restaurant"
"2012-05-17";"FR";"10382110";"226,20";"GBP";"Flight"
"2012-04-14";"UK";"10382171";"781.81";"USD";"Hotel"
"2012-03-13";"IT";"10382263";"244.53";"USD";"Holidays"
"2012-08-13";"IT";"10382537";"12.22";"EUR";"Hotel"
"2012-10-14";"IT";"10382598";"2.086.82";"USD";"Holidays"
"08/11/2012";"UK";"10383850";"891.22";"USD";"Flight"
"2012-07-30";"IT";"10384948";"2.91";"EUR";"Hotel"
"03/27/2012";"FR";"10385681";"465,34";"USD";"Flight"
"2012-06-22";"UK";"10385925";"1 999.74";"EUR";"Holidays"
"2012-06-25";"FR";"10386047";"2.640,29";"USD";"Restaurant"
"02/02/2012";"UK";"10386657";"846.37";"GBP";"Hotel"
"2012-08-04";"FR";"10387786";"2.110,17";"GBP";"Hotel"
"2012-07-30";"FR";"10387908";"56,14";"USD";"Hotel"
